route_id,src_pincode,src_city,dst_pincode,dst_city,distance_km,transit_days,route_path,branch_mapping,pickup_zone,delivery_zone,availability
RT-0216,395001,Surat,462001,Bhopal,526,2,Surat → Bhopal,Surat → Bhopal,Zone East,Zone North,Available
RT-0217,560001,Bengaluru,422001,Nashik,880,2,Bengaluru → Nashik,Bengaluru → Nashik,Zone South,Zone North,Available
RT-0218,208001,Kanpur,500001,Hyderabad,1026,3,Kanpur → Hyderabad,Kanpur → Hyderabad,Zone South,Zone West,Available
RT-0219,452001,Indore,500001,Hyderabad,654,2,Indore → Hyderabad,Indore → Hyderabad,Zone North,Zone East,Available
RT-0220,122001,Gurugram,700001,Kolkata,1311,3,Gurugram → Kolkata,Gurugram → Kolkata,Zone South,Zone Central,Available
RT-0221,560001,Bengaluru,700001,Kolkata,1561,4,Bengaluru → Kolkata,Bengaluru → Kolkata,Zone West,Zone South,Limited
RT-0222,208001,Kanpur,395001,Surat,962,3,Kanpur → Surat,Kanpur → Surat,Zone Central,Zone West,Available
RT-0223,560001,Bengaluru,500001,Hyderabad,500,2,Bengaluru → Hyderabad,Bengaluru → Hyderabad,Zone West,Zone East,Available
RT-0224,110001,Delhi,208001,Kanpur,392,1,Delhi → Kanpur,Delhi → Kanpur,Zone West,Zone West,Available
RT-0225,700001,Kolkata,122001,Gurugram,1311,3,Kolkata → Gurugram,Kolkata → Gurugram,Zone West,Zone East,Available
RT-0226,500001,Hyderabad,395001,Surat,727,2,Hyderabad → Surat,Hyderabad → Surat,Zone North,Zone Central,Available
RT-0227,560001,Bengaluru,363641,Morbi,1306,3,Bengaluru → Morbi,Bengaluru → Morbi,Zone Central,Zone North,Available
RT-0228,122001,Gurugram,560001,Bengaluru,1723,4,Gurugram → Bengaluru,Gurugram → Bengaluru,Zone West,Zone East,Limited
RT-0229,440001,Nagpur,560001,Bengaluru,923,3,Nagpur → Bengaluru,Nagpur (HQ) → Bengaluru,Zone South,Zone West,Available
RT-0230,462001,Bhopal,492001,Raipur,488,2,Bhopal → Raipur,Bhopal → Raipur,Zone West,Zone West,Available
RT-0231,395001,Surat,302001,Jaipur,705,2,Surat → Jaipur,Surat → Jaipur,Zone North,Zone North,Available
RT-0232,302001,Jaipur,363641,Morbi,676,2,Jaipur → Morbi,Jaipur → Morbi,Zone South,Zone North,Available
RT-0233,500001,Hyderabad,440001,Nagpur,423,1,Hyderabad → Nagpur,Hyderabad → Nagpur (HQ),Zone East,Zone South,Available
RT-0234,226001,Lucknow,440001,Nagpur,661,2,Lucknow → Nagpur,Lucknow → Nagpur (HQ),Zone North,Zone South,Available
RT-0235,700001,Kolkata,302001,Jaipur,1358,4,Kolkata → Jaipur,Kolkata → Jaipur,Zone South,Zone North,Limited
RT-0236,500001,Hyderabad,422001,Nashik,574,2,Hyderabad → Nashik,Hyderabad → Nashik,Zone East,Zone North,Available
RT-0237,700001,Kolkata,395001,Surat,1610,4,Kolkata → Surat,Kolkata → Surat,Zone South,Zone North,Limited
RT-0238,110001,Delhi,122001,Gurugram,28,1,Delhi → Gurugram,Delhi → Gurugram,Zone East,Zone East,Available
RT-0239,422001,Nashik,110001,Delhi,1022,3,Nashik → Delhi,Nashik → Delhi,Zone South,Zone North,Available
RT-0240,462001,Bhopal,208001,Kanpur,461,2,Bhopal → Kanpur,Bhopal → Kanpur,Zone East,Zone East,Available
RT-0241,492001,Raipur,380001,Ahmedabad,953,3,Raipur → Ahmedabad,Raipur → Ahmedabad,Zone Central,Zone West,Available
RT-0242,110001,Delhi,226001,Lucknow,418,1,Delhi → Lucknow,Delhi → Lucknow,Zone South,Zone North,Available
RT-0243,492001,Raipur,122001,Gurugram,926,3,Raipur → Gurugram,Raipur → Gurugram,Zone Central,Zone North,Available
RT-0244,452001,Indore,208001,Kanpur,614,2,Indore → Kanpur,Indore → Kanpur,Zone Central,Zone East,Available
RT-0245,400001,Mumbai,422001,Nashik,140,1,Mumbai → Nashik,Mumbai → Nashik,Zone North,Zone Central,Available
RT-0246,302001,Jaipur,560001,Bengaluru,1561,4,Jaipur → Bengaluru,Jaipur → Bengaluru,Zone North,Zone East,Limited
RT-0247,122001,Gurugram,500001,Hyderabad,1240,3,Gurugram → Hyderabad,Gurugram → Hyderabad,Zone East,Zone South,Available
RT-0248,110001,Delhi,302001,Jaipur,238,1,Delhi → Jaipur,Delhi → Jaipur,Zone Central,Zone North,Available
RT-0249,500001,Hyderabad,226001,Lucknow,1082,3,Hyderabad → Lucknow,Hyderabad → Lucknow,Zone North,Zone East,Available
RT-0250,560001,Bengaluru,500001,Hyderabad,500,2,Bengaluru → Hyderabad,Bengaluru → Hyderabad,Zone East,Zone East,Available
RT-0251,302001,Jaipur,492001,Raipur,865,2,Jaipur → Raipur,Jaipur → Raipur,Zone East,Zone East,Available
RT-0252,400001,Mumbai,226001,Lucknow,1195,3,Mumbai → Lucknow,Mumbai → Lucknow,Zone East,Zone West,Available
RT-0253,400001,Mumbai,462001,Bhopal,661,2,Mumbai → Bhopal,Mumbai → Bhopal,Zone West,Zone North,Available
RT-0254,700001,Kolkata,110001,Delhi,1305,3,Kolkata → Delhi,Kolkata → Delhi,Zone Central,Zone West,Available
RT-0255,395001,Surat,492001,Raipur,912,3,Surat → Raipur,Surat → Raipur,Zone Central,Zone West,Available
RT-0256,302001,Jaipur,208001,Kanpur,454,2,Jaipur → Kanpur,Jaipur → Kanpur,Zone East,Zone Central,Available
RT-0257,122001,Gurugram,462001,Bhopal,579,2,Gurugram → Bhopal,Gurugram → Bhopal,Zone North,Zone South,Available
RT-0258,492001,Raipur,400001,Mumbai,945,3,Raipur → Mumbai,Raipur → Mumbai,Zone East,Zone North,Available
RT-0259,560001,Bengaluru,400001,Mumbai,845,2,Bengaluru → Mumbai,Bengaluru → Mumbai,Zone South,Zone North,Available
RT-0260,208001,Kanpur,411001,Pune,1104,3,Kanpur → Pune,Kanpur → Pune,Zone Central,Zone West,Available
RT-0261,363641,Morbi,422001,Nashik,437,1,Morbi → Nashik,Morbi → Nashik,Zone West,Zone West,Available
RT-0262,492001,Raipur,500001,Hyderabad,542,2,Raipur → Hyderabad,Raipur → Hyderabad,Zone North,Zone Central,Available
RT-0263,122001,Gurugram,226001,Lucknow,426,1,Gurugram → Lucknow,Gurugram → Lucknow,Zone East,Zone Central,Available
RT-0264,400001,Mumbai,122001,Gurugram,1125,3,Mumbai → Gurugram,Mumbai → Gurugram,Zone East,Zone South,Available
RT-0265,452001,Indore,122001,Gurugram,649,2,Indore → Gurugram,Indore → Gurugram,Zone South,Zone Central,Available
RT-0266,462001,Bhopal,122001,Gurugram,579,2,Bhopal → Gurugram,Bhopal → Gurugram,Zone East,Zone North,Available
RT-0267,500001,Hyderabad,411001,Pune,506,2,Hyderabad → Pune,Hyderabad → Pune,Zone West,Zone South,Available
RT-0268,302001,Jaipur,560001,Bengaluru,1561,4,Jaipur → Bengaluru,Jaipur → Bengaluru,Zone East,Zone East,Limited
RT-0269,110001,Delhi,400001,Mumbai,1151,3,Delhi → Mumbai,Delhi → Mumbai,Zone South,Zone South,Available
RT-0270,380001,Ahmedabad,560001,Bengaluru,1237,3,Ahmedabad → Bengaluru,Ahmedabad → Bengaluru,Zone North,Zone East,Available
RT-0271,700001,Kolkata,380001,Ahmedabad,1619,4,Kolkata → Ahmedabad,Kolkata → Ahmedabad,Zone South,Zone North,Limited
RT-0272,500001,Hyderabad,363641,Morbi,1001,3,Hyderabad → Morbi,Hyderabad → Morbi,Zone North,Zone Central,Available
RT-0273,452001,Indore,411001,Pune,511,2,Indore → Pune,Indore → Pune,Zone North,Zone West,Available
RT-0274,380001,Ahmedabad,411001,Pune,518,2,Ahmedabad → Pune,Ahmedabad → Pune,Zone South,Zone West,Available
RT-0275,560001,Bengaluru,462001,Bhopal,1144,3,Bengaluru → Bhopal,Bengaluru → Bhopal,Zone South,Zone Central,Available
RT-0276,411001,Pune,110001,Delhi,1176,3,Pune → Delhi,Pune → Delhi,Zone Central,Zone South,Available
RT-0277,208001,Kanpur,110001,Delhi,392,1,Kanpur → Delhi,Kanpur → Delhi,Zone West,Zone West,Available
RT-0278,400001,Mumbai,500001,Hyderabad,621,2,Mumbai → Hyderabad,Mumbai → Hyderabad,Zone East,Zone Central,Available
RT-0279,380001,Ahmedabad,226001,Lucknow,945,3,Ahmedabad → Lucknow,Ahmedabad → Lucknow,Zone South,Zone North,Available
RT-0280,395001,Surat,452001,Indore,357,1,Surat → Indore,Surat → Indore,Zone Central,Zone West,Available
RT-0281,208001,Kanpur,395001,Surat,962,3,Kanpur → Surat,Kanpur → Surat,Zone North,Zone West,Available
RT-0282,411001,Pune,122001,Gurugram,1151,3,Pune → Gurugram,Pune → Gurugram,Zone East,Zone Central,Available
RT-0283,122001,Gurugram,422001,Nashik,996,3,Gurugram → Nashik,Gurugram → Nashik,Zone West,Zone Central,Available
RT-0284,226001,Lucknow,400001,Mumbai,1195,3,Lucknow → Mumbai,Lucknow → Mumbai,Zone West,Zone East,Available
RT-0285,363641,Morbi,208001,Kanpur,1041,3,Morbi → Kanpur,Morbi → Kanpur,Zone East,Zone South,Available
RT-0286,462001,Bhopal,226001,Lucknow,535,2,Bhopal → Lucknow,Bhopal → Lucknow,Zone West,Zone South,Available
RT-0287,500001,Hyderabad,208001,Kanpur,1026,3,Hyderabad → Kanpur,Hyderabad → Kanpur,Zone West,Zone East,Available
RT-0288,395001,Surat,411001,Pune,314,1,Surat → Pune,Surat → Pune,Zone West,Zone East,Available
RT-0289,462001,Bhopal,110001,Delhi,599,2,Bhopal → Delhi,Bhopal → Delhi,Zone East,Zone North,Available
RT-0290,110001,Delhi,700001,Kolkata,1305,3,Delhi → Kolkata,Delhi → Kolkata,Zone North,Zone Central,Available
RT-0291,422001,Nashik,492001,Raipur,828,2,Nashik → Raipur,Nashik → Raipur,Zone Central,Zone West,Available
